Transaction_ID,Date,Customer_ID,Product_Category,Segment,Region,Sales_Amount,Quantity,Discount_Rate,Profit_Margin,Payment_Method,Returns,Total_Profit,Quarter,High_Margin_Flag,Customer_Tier,Sales_Performances
TSC-4098,06-03-24,CUST-274,Personal Care,Home Office,North,906.55,6,0.21,0.06,Debit Card,0,54.39,Q2,Low,Bronze,Below Average
TSC-4099,04-30-24,CUST-317,Personal Care,Consumer,North,1003.36,3,0.3,0.3,PayPal,0,301.01,Q2,Low,Bronze,Below Average
TSC-4100,05-25-22,CUST-827,Office Supplies,Corporate,West,3823.22,6,0.12,0.11,Net Banking,0,420.55,Q2,Low,Gold,Top Performer
TSC-4101,02-16-24,CUST-341,Home Appliances,Home Office,East,352.09,7,0.26,0.29,Debit Card,0,102.11,Q1,Low,Bronze,Below Average
TSC-4102,09-18-24,CUST-172,Office Supplies,Home Office,West,4987.14,10,0.13,0.05,PayPal,0,249.36,Q3,Low,Gold,Top Performer
TSC-4103,03-24-24,CUST-779,Personal Care,Corporate,North,2637.3,3,0.27,0.16,UPI,0,421.97,Q1,Low,Silver,Average
TSC-4104,05-21-22,CUST-920,Electronics,Corporate,North,2744.15,5,0.03,0.23,Credit Card,0,631.15,Q2,Low,Silver,Average
TSC-4105,01-10-22,CUST-686,Personal Care,Consumer,West,1819.94,8,0.05,0.17,PayPal,0,309.39,Q1,Low,Silver,Below Average
TSC-4106,06-17-23,CUST-806,Office Supplies,Home Office,East,3466.76,2,0.25,0.29,Debit Card,0,1005.36,Q2,Low,Gold,Top Performer
TSC-4107,11-05-23,CUST-412,Home Appliances,Consumer,East,2383.71,7,0.25,0.23,Debit Card,0,548.25,Q4,Low,Silver,Average
TSC-4108,05-06-24,CUST-403,Home Appliances,Home Office,Central,1678.85,1,0.09,0.39,UPI,0,654.75,Q2,High,Silver,Below Average
TSC-4109,01-19-24,CUST-362,Office Supplies,Consumer,South,1362.44,7,0.18,0.18,PayPal,0,245.24,Q1,Low,Bronze,Below Average
TSC-4110,11-13-23,CUST-833,Home Appliances,Consumer,North,4631.97,1,0.11,0.3,Credit Card,0,1389.59,Q4,Low,Gold,Top Performer
TSC-4111,01-08-23,CUST-270,Entertainment,Corporate,East,1490.4,4,0.0,0.34,Debit Card,1,506.74,Q1,High,Bronze,Below Average
TSC-4112,03-12-24,CUST-856,Electronics,Consumer,North,2210.15,4,0.01,0.14,Net Banking,0,309.42,Q1,Low,Silver,Average
TSC-4113,04-28-22,CUST-623,Electronics,Consumer,South,1784.19,5,0.02,0.31,Net Banking,0,553.1,Q2,High,Silver,Below Average
TSC-4114,12-11-22,CUST-377,Electronics,Corporate,North,476.59,2,0.18,0.19,PayPal,0,90.55,Q4,Low,Bronze,Below Average
TSC-4115,08-26-24,CUST-792,Home Appliances,Corporate,East,970.38,6,0.08,0.1,UPI,1,97.04,Q3,Low,Bronze,Below Average
TSC-4116,02-13-22,CUST-996,Home Appliances,Corporate,Central,988.03,6,0.04,0.05,Credit Card,0,49.4,Q1,Low,Bronze,Below Average
TSC-4117,05-08-23,CUST-385,Personal Care,Consumer,West,3483.57,8,0.28,0.31,PayPal,0,1079.91,Q2,High,Gold,Top Performer
TSC-4118,07-05-24,CUST-310,Personal Care,Corporate,West,2062.6,10,0.04,0.12,PayPal,0,247.51,Q3,Low,Silver,Below Average
TSC-4119,12-11-23,CUST-561,Electronics,Consumer,East,3920.74,1,0.2,0.07,Credit Card,0,274.45,Q4,Low,Gold,Top Performer
TSC-4120,12-17-22,CUST-716,Entertainment,Consumer,East,3559.31,4,0.27,0.22,Debit Card,0,783.05,Q4,Low,Gold,Top Performer
TSC-4121,12-15-22,CUST-612,Personal Care,Corporate,South,1000.65,2,0.05,0.17,Net Banking,0,170.11,Q4,Low,Bronze,Below Average
TSC-4122,01-16-22,CUST-259,Personal Care,Home Office,North,2836.44,8,0.06,0.29,Debit Card,0,822.57,Q1,Low,Silver,Average
TSC-4123,11-08-22,CUST-786,Home Appliances,Consumer,South,3727.4,4,0.17,0.09,UPI,0,335.47,Q4,Low,Gold,Top Performer
TSC-4124,07-12-22,CUST-657,Entertainment,Corporate,West,3183.56,8,0.15,0.1,Credit Card,0,318.36,Q3,Low,Gold,Top Performer
TSC-4125,01-14-23,CUST-209,Electronics,Consumer,North,3020.08,2,0.16,0.19,Debit Card,0,573.82,Q1,Low,Gold,Average
TSC-4126,11-23-23,CUST-330,Personal Care,Consumer,South,3711.07,4,0.17,0.23,PayPal,0,853.55,Q4,Low,Gold,Top Performer
TSC-4127,04-28-22,CUST-901,Entertainment,Consumer,West,331.06,9,0.28,0.34,PayPal,0,112.56,Q2,High,Bronze,Below Average
TSC-4128,04-12-23,CUST-534,Entertainment,Home Office,North,3670.54,5,0.02,0.25,UPI,0,917.64,Q2,Low,Gold,Top Performer
TSC-4129,08-24-23,CUST-105,Electronics,Home Office,Central,1399.64,6,0.23,0.37,UPI,0,517.87,Q3,High,Bronze,Below Average
TSC-4130,05-27-24,CUST-475,Entertainment,Corporate,Central,2880.77,10,0.07,0.13,Credit Card,0,374.5,Q2,Low,Silver,Average
TSC-4131,03-17-24,CUST-836,Entertainment,Corporate,South,1249.41,9,0.11,0.26,Debit Card,0,324.85,Q1,Low,Bronze,Below Average
TSC-4132,02-28-22,CUST-342,Entertainment,Corporate,East,4202.15,9,0.03,0.28,PayPal,0,1176.6,Q1,Low,Gold,Top Performer
TSC-4133,02-10-23,CUST-415,Personal Care,Consumer,North,2428.77,7,0.13,0.3,Credit Card,0,728.63,Q1,Low,Silver,Average
TSC-4134,08-18-24,CUST-672,Electronics,Consumer,South,3232.56,2,0.24,0.4,Credit Card,0,1293.02,Q3,High,Gold,Top Performer
TSC-4135,08-16-24,CUST-705,Entertainment,Consumer,East,3980.71,7,0.03,0.21,PayPal,0,835.95,Q3,Low,Gold,Top Performer
TSC-4136,03-17-22,CUST-351,Entertainment,Corporate,East,4481.81,9,0.08,0.18,Debit Card,0,806.73,Q1,Low,Gold,Top Performer
TSC-4137,11-21-22,CUST-554,Personal Care,Home Office,North,3673.71,2,0.11,0.35,Net Banking,0,1285.8,Q4,High,Gold,Top Performer
TSC-4138,06-18-24,CUST-904,Electronics,Consumer,North,786.4,7,0.03,0.11,UPI,0,86.5,Q2,Low,Bronze,Below Average
TSC-4139,07-13-24,CUST-580,Home Appliances,Consumer,East,4279.94,7,0.23,0.06,Debit Card,1,256.8,Q3,Low,Gold,Top Performer
TSC-4140,07-23-22,CUST-696,Personal Care,Consumer,West,3111.96,3,0.24,0.21,Net Banking,0,653.51,Q3,Low,Gold,Average
TSC-4141,03-12-24,CUST-285,Electronics,Home Office,South,3066.78,6,0.25,0.14,Net Banking,0,429.35,Q1,Low,Gold,Average
TSC-4142,07-02-22,CUST-660,Entertainment,Consumer,North,4610.64,8,0.18,0.19,PayPal,0,876.02,Q3,Low,Gold,Top Performer
TSC-4143,09-02-23,CUST-446,Electronics,Consumer,East,1281.72,10,0.15,0.4,Net Banking,0,512.69,Q3,High,Bronze,Below Average
TSC-4144,07-21-24,CUST-465,Electronics,Corporate,West,1235.96,8,0.08,0.17,UPI,0,210.11,Q3,Low,Bronze,Below Average
TSC-4145,12-05-23,CUST-150,Electronics,Corporate,Central,2590.31,3,0.2,0.3,Credit Card,0,777.09,Q4,Low,Silver,Average
TSC-4146,08-20-22,CUST-862,Home Appliances,Consumer,East,3766.77,6,0.13,0.14,Debit Card,1,527.35,Q3,Low,Gold,Top Performer
TSC-4147,06-18-24,CUST-321,Electronics,Consumer,West,2263.84,2,0.29,0.16,UPI,0,362.21,Q2,Low,Silver,Average
TSC-4148,08-12-23,CUST-809,Home Appliances,Corporate,Central,3187.76,2,0.29,0.14,Net Banking,0,446.29,Q3,Low,Gold,Top Performer
TSC-4149,01-24-23,CUST-725,Entertainment,Consumer,West,2290.0,8,0.27,0.25,Credit Card,0,572.5,Q1,Low,Silver,Average
TSC-4150,06-28-22,CUST-386,Home Appliances,Home Office,North,3071.42,10,0.11,0.13,Credit Card,0,399.28,Q2,Low,Gold,Average
TSC-4151,05-24-23,CUST-974,Entertainment,Corporate,East,4120.2,5,0.11,0.3,Net Banking,0,1236.06,Q2,Low,Gold,Top Performer
TSC-4152,03-14-22,CUST-462,Entertainment,Consumer,Central,943.36,5,0.26,0.29,UPI,0,273.57,Q1,Low,Bronze,Below Average
TSC-4153,02-08-24,CUST-721,Home Appliances,Consumer,West,3492.12,4,0.22,0.2,Net Banking,0,698.42,Q1,Low,Gold,Top Performer
TSC-4154,06-20-24,CUST-383,Personal Care,Consumer,Central,3947.76,10,0.21,0.06,Debit Card,0,236.87,Q2,Low,Gold,Top Performer
TSC-4155,07-17-24,CUST-154,Office Supplies,Consumer,South,2263.2,4,0.08,0.06,Credit Card,0,135.79,Q3,Low,Silver,Average
TSC-4156,07-05-24,CUST-562,Electronics,Home Office,East,1650.01,8,0.25,0.24,PayPal,0,396.0,Q3,Low,Silver,Below Average
TSC-4157,07-12-22,CUST-606,Office Supplies,Home Office,North,117.04,3,0.17,0.34,Credit Card,0,39.79,Q3,High,Bronze,Below Average
TSC-4158,11-20-23,CUST-345,Electronics,Consumer,Central,3995.67,3,0.13,0.26,Net Banking,0,1038.87,Q4,Low,Gold,Top Performer
TSC-4159,09-19-22,CUST-817,Electronics,Consumer,West,1673.3,8,0.26,0.2,Net Banking,0,334.66,Q3,Low,Silver,Below Average
TSC-4160,01-18-24,CUST-537,Entertainment,Consumer,Central,1818.68,3,0.12,0.36,PayPal,0,654.72,Q1,High,Silver,Below Average
TSC-4161,12-31-22,CUST-125,Electronics,Consumer,West,1713.23,2,0.2,0.12,PayPal,0,205.59,Q4,Low,Silver,Below Average
TSC-4162,02-10-24,CUST-508,Electronics,Corporate,Central,2518.76,5,0.14,0.18,Credit Card,0,453.38,Q1,Low,Silver,Average
TSC-4163,01-10-23,CUST-163,Home Appliances,Consumer,North,3527.37,3,0.18,0.25,Net Banking,0,881.84,Q1,Low,Gold,Top Performer
TSC-4164,08-29-23,CUST-880,Office Supplies,Home Office,North,3870.72,6,0.01,0.15,Credit Card,0,580.61,Q3,Low,Gold,Top Performer
TSC-4165,02-13-22,CUST-930,Home Appliances,Consumer,East,1993.23,7,0.14,0.4,UPI,0,797.29,Q1,High,Silver,Below Average
TSC-4166,02-26-22,CUST-368,Electronics,Corporate,North,,3,0.17,0.21,Net Banking,0,699.8,Q1,Low,Bronze,Below Average
TSC-4167,02-17-24,CUST-138,Entertainment,Home Office,Central,3617.39,9,0.15,0.07,Credit Card,0,253.22,Q1,Low,Gold,Top Performer
TSC-4168,12-28-23,CUST-552,Home Appliances,Consumer,Central,1519.74,10,0.25,0.11,Net Banking,0,167.17,Q4,Low,Silver,Below Average
TSC-4169,11-17-22,CUST-515,Home Appliances,Consumer,North,528.28,1,0.09,0.24,Net Banking,0,126.79,Q4,Low,Bronze,Below Average
TSC-4170,07-10-23,CUST-356,Personal Care,Consumer,South,4478.6,7,0.27,0.24,Debit Card,0,1074.86,Q3,Low,Gold,Top Performer
TSC-4171,01-05-24,CUST-601,Electronics,Consumer,Central,3401.72,4,0.12,0.39,Credit Card,0,1326.67,Q1,High,Gold,Top Performer
TSC-4172,04-20-24,CUST-135,Entertainment,Home Office,East,3258.15,7,0.21,0.26,Net Banking,0,847.12,Q2,Low,Gold,Top Performer
TSC-4173,09-20-22,CUST-566,Home Appliances,Home Office,South,341.57,9,0.03,0.28,PayPal,0,95.64,Q3,Low,Bronze,Below Average
TSC-4174,12-30-23,CUST-201,Home Appliances,Home Office,North,4098.47,9,0.06,0.12,PayPal,0,491.82,Q4,Low,Gold,Top Performer
TSC-4175,05-04-22,CUST-952,Entertainment,Home Office,West,2851.97,1,0.23,0.09,Debit Card,0,256.68,Q2,Low,Silver,Average
TSC-4176,12-17-22,CUST-242,Electronics,Consumer,Central,4247.03,10,0.0,0.26,Net Banking,0,1104.23,Q4,Low,Gold,Top Performer
TSC-4177,12-27-23,CUST-672,Personal Care,Home Office,West,4874.08,4,0.29,0.35,Credit Card,0,1705.93,Q4,High,Gold,Top Performer
TSC-4178,08-04-24,CUST-316,Home Appliances,Home Office,East,4787.65,7,0.06,0.26,Credit Card,0,1244.79,Q3,Low,Gold,Top Performer
TSC-4179,04-14-23,CUST-987,Personal Care,Consumer,South,4287.64,10,0.27,0.2,PayPal,0,857.53,Q2,Low,Gold,Top Performer
TSC-4180,12-07-22,CUST-560,Office Supplies,Consumer,West,104.19,6,0.15,0.25,UPI,0,26.05,Q4,Low,Bronze,Below Average
TSC-4181,05-04-23,CUST-388,Electronics,Corporate,East,4434.35,9,0.17,0.21,Net Banking,0,931.21,Q2,Low,Gold,Top Performer
TSC-4182,04-23-22,CUST-648,Office Supplies,Consumer,West,421.56,7,0.03,0.1,Debit Card,0,42.16,Q2,Low,Bronze,Below Average
TSC-4183,03-16-23,CUST-820,Office Supplies,Consumer,West,4263.41,3,0.11,0.31,Debit Card,0,1321.66,Q1,High,Gold,Top Performer
TSC-4184,08-08-22,CUST-386,Office Supplies,Home Office,East,1436.86,7,0.05,0.24,Net Banking,0,344.85,Q3,Low,Bronze,Below Average
TSC-4185,04-15-23,CUST-262,Electronics,Home Office,Central,3069.84,10,0.16,0.19,Net Banking,0,583.27,Q2,Low,Gold,Average
TSC-4186,05-11-22,CUST-205,Electronics,Consumer,West,238.44,5,0.17,0.25,Debit Card,0,59.61,Q2,Low,Bronze,Below Average
TSC-4187,03-03-22,CUST-301,Entertainment,Consumer,East,3867.35,2,0.21,0.13,Debit Card,0,502.76,Q1,Low,Gold,Top Performer
TSC-4188,07-08-23,CUST-981,Personal Care,Home Office,West,602.95,10,0.26,0.2,Credit Card,0,120.59,Q3,Low,Bronze,Below Average
TSC-4189,12-23-23,CUST-222,Personal Care,Corporate,Central,2082.91,3,0.14,0.27,Debit Card,0,562.39,Q4,Low,Silver,Average
TSC-4190,08-17-23,CUST-293,Entertainment,Consumer,East,4096.36,6,0.07,0.13,PayPal,0,532.53,Q3,Low,Gold,Top Performer
TSC-4191,06-07-23,CUST-679,Entertainment,Corporate,West,3491.98,6,0.1,0.31,Debit Card,0,1082.51,Q2,High,Gold,Top Performer
TSC-4192,08-26-24,CUST-208,Office Supplies,Home Office,North,79.91,7,0.25,0.23,Debit Card,0,18.38,Q3,Low,Bronze,Below Average
TSC-4193,05-22-23,CUST-870,Entertainment,Home Office,Central,2045.01,6,0.04,0.35,PayPal,0,715.75,Q2,High,Silver,Below Average
TSC-4194,08-06-22,CUST-185,Home Appliances,Consumer,West,257.54,9,0.19,0.35,PayPal,0,90.14,Q3,High,Bronze,Below Average
TSC-4195,03-26-23,CUST-887,Personal Care,Consumer,South,3383.82,5,0.0,0.22,Net Banking,0,744.44,Q1,Low,Gold,Top Performer
TSC-4196,12-11-22,CUST-176,Entertainment,Home Office,East,4846.3,5,0.07,0.12,Debit Card,0,581.56,Q4,Low,Gold,Top Performer
TSC-4197,11-12-23,CUST-366,Home Appliances,Consumer,West,3293.54,8,0.18,0.31,PayPal,0,1021.0,Q4,High,Gold,Top Performer
TSC-4198,09-30-23,CUST-908,Home Appliances,Corporate,Central,1160.64,8,0.14,0.2,Credit Card,0,232.13,Q3,Low,Bronze,Below Average
TSC-4199,01-25-24,CUST-409,Home Appliances,Consumer,Central,1808.4,1,0.15,0.26,UPI,0,470.18,Q1,Low,Silver,Below Average
TSC-4200,10-26-23,CUST-278,Home Appliances,Consumer,South,4884.42,3,0.2,0.09,PayPal,0,439.6,Q4,Low,Gold,Top Performer
TSC-4201,01-16-22,CUST-346,Office Supplies,Consumer,South,1159.06,6,0.07,0.27,UPI,0,312.95,Q1,Low,Bronze,Below Average
TSC-4202,01-17-22,CUST-269,Home Appliances,Consumer,West,2829.57,6,0.08,0.18,Debit Card,0,509.32,Q1,Low,Silver,Average
TSC-4203,06-10-24,CUST-138,Office Supplies,Home Office,North,2032.25,1,0.21,0.17,Credit Card,0,345.48,Q2,Low,Silver,Below Average
TSC-4204,08-26-23,CUST-234,Office Supplies,Consumer,Central,3853.16,2,0.16,0.39,Credit Card,0,1502.73,Q3,High,Gold,Top Performer
TSC-4205,03-01-22,CUST-516,Home Appliances,Home Office,North,4343.58,10,0.0,0.2,Net Banking,0,868.72,Q1,Low,Gold,Top Performer
TSC-4206,08-20-22,CUST-181,Personal Care,Home Office,North,1737.14,7,0.2,0.29,Net Banking,1,503.77,Q3,Low,Silver,Below Average
TSC-4207,08-22-22,CUST-898,Home Appliances,Consumer,West,3318.96,1,0.19,0.27,Debit Card,0,896.12,Q3,Low,Gold,Top Performer
TSC-4208,01-26-24,CUST-206,Home Appliances,Corporate,East,2767.79,10,0.02,0.09,PayPal,0,249.1,Q1,Low,Silver,Average
TSC-4209,03-03-23,CUST-677,Home Appliances,Consumer,East,1428.3,5,0.22,0.31,Credit Card,0,442.77,Q1,High,Bronze,Below Average
TSC-4210,08-08-22,CUST-254,Personal Care,Corporate,East,1396.11,1,0.16,0.16,Debit Card,0,223.38,Q3,Low,Bronze,Below Average
TSC-4211,09-13-22,CUST-551,Electronics,Corporate,South,2716.23,6,0.06,0.33,Debit Card,1,896.36,Q3,High,Silver,Average
TSC-4212,06-24-23,CUST-369,Electronics,Consumer,Central,812.31,7,0.17,0.26,PayPal,0,211.2,Q2,Low,Bronze,Below Average
TSC-4213,03-29-23,CUST-971,Office Supplies,Consumer,South,4063.51,8,0.18,0.16,Credit Card,1,650.16,Q1,Low,Gold,Top Performer
TSC-4214,10-21-23,CUST-727,Office Supplies,Corporate,Central,391.57,3,0.28,0.17,Credit Card,0,66.57,Q4,Low,Bronze,Below Average
TSC-4215,04-25-23,CUST-103,Personal Care,Home Office,Central,518.14,3,0.22,0.31,Credit Card,0,160.62,Q2,High,Bronze,Below Average
TSC-4216,08-28-24,CUST-478,Entertainment,Consumer,Central,1744.02,1,0.09,0.24,Net Banking,0,418.56,Q3,Low,Silver,Below Average
TSC-4217,01-06-24,CUST-487,Electronics,Corporate,West,634.55,3,0.04,0.28,Credit Card,0,177.67,Q1,Low,Bronze,Below Average
TSC-4218,03-05-23,CUST-480,Office Supplies,Consumer,East,2404.72,5,0.26,0.11,UPI,0,264.52,Q1,Low,Silver,Average
TSC-4219,07-16-24,CUST-325,Electronics,Home Office,South,2028.4,6,0.25,0.33,PayPal,0,669.37,Q3,High,Silver,Below Average
TSC-4220,10-08-22,CUST-615,Personal Care,Consumer,South,3622.96,3,0.05,0.16,Credit Card,0,579.67,Q4,Low,Gold,Top Performer
TSC-4221,05-02-23,CUST-345,Personal Care,Corporate,West,4767.37,4,0.02,0.27,PayPal,0,1287.19,Q2,Low,Gold,Top Performer
TSC-4222,09-12-24,CUST-335,Entertainment,Consumer,Central,,5,0.21,0.09,PayPal,0,340.21,Q3,Low,Bronze,Below Average
TSC-4223,08-13-22,CUST-241,Entertainment,Corporate,East,938.27,5,0.22,0.16,UPI,0,150.12,Q3,Low,Bronze,Below Average
TSC-4224,07-15-22,CUST-841,Personal Care,Home Office,North,4680.83,9,0.05,0.28,Credit Card,0,1310.63,Q3,Low,Gold,Top Performer
TSC-4225,04-19-22,CUST-428,Office Supplies,Corporate,North,1991.06,8,0.2,0.15,PayPal,0,298.66,Q2,Low,Silver,Below Average
TSC-4226,09-08-22,CUST-594,Electronics,Corporate,West,2397.24,1,0.08,0.36,Credit Card,0,863.01,Q3,High,Silver,Average
TSC-4227,01-28-23,CUST-755,Home Appliances,Corporate,East,2136.8,2,0.08,0.28,UPI,0,598.3,Q1,Low,Silver,Average
TSC-4228,06-03-23,CUST-219,Entertainment,Home Office,North,1438.71,5,0.1,0.35,Net Banking,0,503.55,Q2,High,Bronze,Below Average
TSC-4229,03-22-24,CUST-774,Home Appliances,Corporate,North,4480.47,3,0.16,0.19,Net Banking,1,851.29,Q1,Low,Gold,Top Performer
TSC-4230,04-23-22,CUST-952,Office Supplies,Home Office,South,1694.58,7,0.24,0.06,Net Banking,0,101.67,Q2,Low,Silver,Below Average
TSC-4231,08-20-24,CUST-797,Entertainment,Corporate,East,2914.05,6,0.15,0.25,Net Banking,0,728.51,Q3,Low,Silver,Average
TSC-4232,10-30-22,CUST-322,Home Appliances,Corporate,North,1238.17,2,0.09,0.17,Debit Card,0,210.49,Q4,Low,Bronze,Below Average
TSC-4233,02-12-22,CUST-762,Office Supplies,Consumer,South,3997.01,8,0.27,0.21,PayPal,0,839.37,Q1,Low,Gold,Top Performer
TSC-4234,06-16-23,CUST-575,Electronics,Corporate,East,3882.28,5,0.02,0.29,Debit Card,0,1125.86,Q2,Low,Gold,Top Performer
TSC-4235,05-06-22,CUST-351,Office Supplies,Consumer,Central,1516.75,6,0.24,0.3,Credit Card,0,455.02,Q2,Low,Silver,Below Average
TSC-4236,07-06-24,CUST-704,Entertainment,Home Office,East,3423.69,8,0.24,0.06,Net Banking,1,205.42,Q3,Low,Gold,Top Performer
TSC-4237,07-31-24,CUST-789,Personal Care,Corporate,West,3534.17,6,0.08,0.32,Credit Card,0,1130.93,Q3,High,Gold,Top Performer
TSC-4238,08-16-23,CUST-985,Electronics,Home Office,South,2834.43,10,0.06,0.22,UPI,0,623.57,Q3,Low,Silver,Average
TSC-4239,01-15-23,CUST-924,Home Appliances,Consumer,Central,3022.96,3,0.26,0.24,PayPal,0,725.51,Q1,Low,Gold,Average
TSC-4240,06-26-23,CUST-417,Entertainment,Consumer,South,2893.55,7,0.17,0.15,UPI,0,434.03,Q2,Low,Silver,Average
TSC-4241,03-12-22,CUST-127,Personal Care,Home Office,South,455.23,4,0.01,0.2,PayPal,0,91.05,Q1,Low,Bronze,Below Average
TSC-4242,10-09-22,CUST-925,Office Supplies,Consumer,North,3367.81,6,0.27,0.3,UPI,0,1010.34,Q4,Low,Gold,Top Performer
TSC-4243,01-14-23,CUST-406,Personal Care,Consumer,East,2375.39,6,0.1,0.32,UPI,0,760.12,Q1,High,Silver,Average
TSC-4244,06-25-22,CUST-447,Entertainment,Home Office,South,2220.36,5,0.1,0.19,PayPal,0,421.87,Q2,Low,Silver,Average
TSC-4245,05-27-24,CUST-395,Entertainment,Corporate,South,4307.0,1,0.19,0.29,Credit Card,0,1249.03,Q2,Low,Gold,Top Performer
TSC-4246,03-22-23,CUST-917,Personal Care,Consumer,West,,8,0.2,0.14,UPI,0,23.1,Q1,Low,Bronze,Below Average
TSC-4247,01-29-22,CUST-678,Office Supplies,Home Office,West,1294.01,10,0.11,0.34,PayPal,0,439.96,Q1,High,Bronze,Below Average
TSC-4248,07-22-22,CUST-552,Personal Care,Consumer,West,650.95,2,0.04,0.26,PayPal,1,169.25,Q3,Low,Bronze,Below Average
TSC-4249,10-31-23,CUST-697,Entertainment,Home Office,South,224.94,4,0.17,0.32,UPI,0,71.98,Q4,High,Bronze,Below Average
TSC-4250,06-20-22,CUST-239,Entertainment,Consumer,Central,1414.6,3,0.19,0.22,Credit Card,0,311.21,Q2,Low,Bronze,Below Average
TSC-4251,11-16-22,CUST-798,,Corporate,East,4942.96,6,0.26,0.13,Net Banking,0,642.58,Q4,Low,Gold,Top Performer
TSC-4252,08-18-22,CUST-907,Home Appliances,Consumer,South,1387.63,1,0.15,0.2,Debit Card,0,277.53,Q3,Low,Bronze,Below Average
TSC-4253,10-10-22,CUST-932,Electronics,Corporate,North,3335.34,9,0.19,0.18,Net Banking,0,600.36,Q4,Low,Gold,Top Performer
TSC-4254,05-06-24,CUST-390,Entertainment,Consumer,Central,635.58,5,0.02,0.17,UPI,0,108.05,Q2,Low,Bronze,Below Average
TSC-4255,12-07-22,CUST-331,Home Appliances,Home Office,Central,3029.15,5,0.27,0.12,UPI,0,363.5,Q4,Low,Gold,Average
TSC-4256,04-22-22,CUST-444,Personal Care,Consumer,East,4923.18,4,0.1,0.32,PayPal,0,1575.42,Q2,High,Gold,Top Performer
TSC-4257,03-08-23,CUST-548,Office Supplies,Consumer,Central,1494.6,4,0.19,0.08,Credit Card,0,119.57,Q1,Low,Bronze,Below Average
TSC-4258,11-17-22,CUST-233,Personal Care,Corporate,East,4247.97,1,0.27,0.36,Credit Card,1,1529.27,Q4,High,Gold,Top Performer
TSC-4259,06-01-23,CUST-932,Office Supplies,Consumer,Central,4987.98,9,0.24,0.11,UPI,1,548.68,Q2,Low,Gold,Top Performer
TSC-4260,08-21-22,CUST-469,Home Appliances,Consumer,East,2963.34,9,0.19,0.39,Credit Card,0,1155.7,Q3,High,Silver,Average
TSC-4261,12-13-22,CUST-106,Electronics,Consumer,West,1581.54,4,0.21,0.4,Debit Card,0,632.62,Q4,High,Silver,Below Average
TSC-4262,07-01-23,CUST-659,Personal Care,Consumer,West,3383.98,10,0.28,0.19,Credit Card,0,642.96,Q3,Low,Gold,Top Performer
TSC-4263,07-04-24,CUST-981,Personal Care,Consumer,Central,4232.0,10,0.24,0.4,Credit Card,0,1692.8,Q3,High,Gold,Top Performer
TSC-4264,03-30-22,CUST-277,Personal Care,Consumer,Central,898.18,4,0.18,0.35,PayPal,1,314.36,Q1,High,Bronze,Below Average
TSC-4265,01-14-24,CUST-653,Office Supplies,Consumer,East,2289.95,7,0.2,0.08,UPI,0,183.2,Q1,Low,Silver,Average
TSC-4266,01-03-23,CUST-214,Home Appliances,Corporate,East,1629.98,4,0.04,0.38,Credit Card,0,619.39,Q1,High,Silver,Below Average
TSC-4267,06-08-23,CUST-487,Personal Care,Corporate,South,1452.63,1,0.14,0.06,UPI,0,87.16,Q2,Low,Bronze,Below Average
TSC-4268,08-07-24,CUST-273,Personal Care,Consumer,West,4311.07,9,0.09,0.11,Credit Card,0,474.22,Q3,Low,Gold,Top Performer
TSC-4269,12-29-22,CUST-816,Electronics,Home Office,South,2137.19,2,0.13,0.25,Credit Card,0,534.3,Q4,Low,Silver,Average
TSC-4270,07-25-23,CUST-872,Electronics,Home Office,South,1728.43,5,0.2,0.08,Credit Card,0,138.27,Q3,Low,Silver,Below Average
TSC-4271,01-06-24,CUST-455,Home Appliances,Consumer,North,3037.38,4,0.04,0.11,PayPal,0,334.11,Q1,Low,Gold,Average
TSC-4272,01-23-22,CUST-625,Home Appliances,Consumer,East,1136.04,8,0.01,0.38,Credit Card,0,431.7,Q1,High,Bronze,Below Average
TSC-4273,03-10-22,CUST-788,Entertainment,Home Office,North,1187.97,6,0.12,0.4,Net Banking,0,475.19,Q1,High,Bronze,Below Average
TSC-4274,06-18-22,CUST-833,Electronics,Consumer,North,,7,0.1,0.33,Debit Card,0,866.39,Q2,High,Bronze,Below Average
TSC-4275,08-05-23,CUST-932,Entertainment,Consumer,South,2075.9,2,0.13,0.23,Credit Card,0,477.46,Q3,Low,Silver,Below Average
TSC-4276,02-25-24,CUST-294,Office Supplies,Consumer,North,1510.16,4,0.28,0.37,Net Banking,0,558.76,Q1,High,Silver,Below Average
TSC-4277,08-09-23,CUST-738,Entertainment,Corporate,East,317.06,4,0.21,0.09,UPI,0,28.54,Q3,Low,Bronze,Below Average
TSC-4278,03-14-22,CUST-972,Personal Care,Consumer,South,2627.83,2,0.1,0.38,PayPal,0,998.58,Q1,High,Silver,Average
TSC-4279,12-15-23,CUST-688,Entertainment,Corporate,East,4092.22,10,0.05,0.17,UPI,0,695.68,Q4,Low,Gold,Top Performer
TSC-4280,01-03-24,CUST-714,Home Appliances,Corporate,Central,4264.32,4,0.19,0.35,PayPal,0,1492.51,Q1,High,Gold,Top Performer
TSC-4281,11-02-22,CUST-255,Office Supplies,Corporate,North,1215.43,9,0.2,0.28,UPI,0,340.32,Q4,Low,Bronze,Below Average
TSC-4282,01-17-23,CUST-242,Personal Care,Home Office,South,3018.22,8,0.15,0.39,UPI,0,1177.11,Q1,High,Gold,Average
